text,label
"large, cold hazelnut milk tea with tapioca pearls, less ice, half sugar. not for sharing!",5
"great choices, queue moves fast, friendly staff, japanese snacks also for sale at counter. ",5
"incredible bubble tea. there are so many options for flavours, bases, tapioca pearls, jellies, size and amount of sugar. definitely worth a visit.",5
great selection. tasty bubble tea and friendly staff.,5
"crowded, but tasty and interesting bubble teas:)",5
"service is slow even though there 3 people tunning the shop floor. ordered two drinks,  one was overly sweet, and the other normal milk tea tasted weak.  i think i can understand why happy lemon has the larger queue of customers next door when they both sell sort of the same stuff.",2
"waited only and few minutes and the staff were very friendly. i had a milk tea with bubbles (tapioca) and crumbled oreo biscuits on top. super tasty! get with regular sugar level or it will be far too sweet.they also serve steamed buns and loads of other bubble tea flavours and different ""bubbles"". will return!",4
great bubble tea well made.,4
lovely bubble tea and lots of sugar customisation options. if you choose regular sugar option it might be sweeter than you expect..   no blueberry or lime option.,5
"nice teas, but too expensive",4
not the best place for bubble tea,3
favourite bubble tea spot. have been getting my bubble tea fix from this place for five years. haven't found another place as good as this. so happy that they've started selling steamed buns too.,5
best boba place so far i know in london.,4
"one of the better bubble tea places in chinatown. their fruit teas are superb for hot weather, their chewy tapioca balls a bonus!",3
soo many options and you get to control the sugar and ice in your drinks but i wish i got to do it for the specials drink i got because it was too sweet,4
best taste and value for money around the chinatown area ,5
a great tasting selection.,5
love the shop. go in most evenings. could do with being bigger or having and in door and out door to better deal with queues,5
one of my favourite places!,5
better variety of flavours & toppings vs the other bubble tea shops nearby.,5
"friendly helpful staff, loyalty scheme and amazing bubble tea! the price is also decent. this is my go-to place when i am around chinatown. it is definitely worth waiting in line for an amazing bubble tea!",5
babe bubble tea in town. definitely try honeydew in hot milk flavour it one of the best ones they have,5
amazing bubble tea,5
"love this place!! so many flavours and varieties to choose from and lots of toppings too. brilliant that you can choose your sweetness levels and amount of ice. great, helpful staff and fairly priced. the mango milk tea is fab and the lychee popping boba is delicious :)",5
one of my favourite places in chinatown london! a must go! you need to try the milk bubble tea! delicious! sometimes has a queue but it's worth the wait! ,5
"lots of options but the first two ones i ordered they didn't have. but when i ordered one they had it was great. very busy, so a bit of a wait but it was worth it!",4
service isn't the best but the bubble tea is nice,3
my go to bubble tea place. gets very very crowded. has never gotten my order wrong. limited seating.,4
"really enjoyed drinks here, a wide variety to choose from.",5
"a definitely good spot to have a nice bubble tea. lots of customization options : size, sugar, ice, ""toppings"" and flavour ",4
"best bubble tea you will get in london, hands down. it's a shame there isn't another branch in the capital.",5
speedy service!,4
"love the matcha milk tea, not too keen on their version of milk tea though. queues are long during rush hour but served quickly.",5
classic bubble tea place,4
best place for bubbletea,5
my (joint) 1st fave bubbletea place in london - lychee green tea for the win!,5
incredible bubble tea,5
here ive tasted bubble tea for the first time. it was great. i felt in love with this tea flavor. so every time i drink bubble tea i remember this place and its atmosphere. highly recommend it to those who are still wondering what this tastes like.,4
good plum bubble tea,5
decent bubble tea but not the best around,4
love this place so many different options,5
fanciest bubble tea ever ,4
nice staff and good ice tea :),5
"amazing bubble tea! i really like this place and stay loyal to this shop as i believe they do the best bubble tea. the choice is big and staff always helpful. it's really worth a visit. at times it gets busy and people even have to line up outside the shop, but that's usually in the evenings. ",5
no sitting room but great variety. always busy and there is a reason. a must drop by if u love bubble tea,5
"there was a queue  but served very quickly nd then didn't have to wait long for the delicious drink, friendly staff",5
"cute place in chinatown, next to another drink shop! has a wide variety of teas, add-in toppings, and customization options, and no card minimum. a nice stop for a drink in chinatown after a meal.",5
"best bubble tea place in london, forever returning.",5
cuppacha has a wide range of bubble tea to choose from. i always have a classic bubble milk tea at all time.,4
very good but very hot because non air conditioner in shop.,3
"lovely, delicious tea, however it is quite busy, but that shouldn't stop you from trying it. we had the taro tea with tapioca which was very very nice, would recommend.",5
"always go there when i am around piccadilly circus, bubble tea is great",4
taro milk tea with tapioca bubbles are amazing. they don't contain any gelatine either so perfect for people with halal diet.,5
"uff some nice bubble tea ranges here, it was a long wait till me turn but the waiting time after delivery was less than a minute despite getting orders via phone queue etc bags cost 5p. no toilets a waiting room is here quite small but very busy in the heart of west central london",5
best bubble tea place in london.,5
i used to really enjoy cuppacha - great bubble tea and my boyfriend is happy because they do proper tea with popping candy and tapioca! unfortunate recent experience where someone barfed all over the floor and the staff did literally nothing about it which is rather disgusting.,3
one of the better bubble tea places in london.this one is always consistent and their taro always very good ,5
absolutely love their bubble tea.,5
tea is good and staff is nice. i specially liked morgan for hiz patience and his smile. it's very busy so there is almost never a place to sit and there is no place to stay and enjoy your drink. no toilet facilities available.,3
"best taro milk tea i've ever had, it's smooth and creamy and perfectly sweet, staff are really nice and helpful despite how busy the store is! i also had soy milk because i can't have dairy and the flavour was amazing! really glad they have non-dairy options ",5
for someone that loves bubble tea i always come here when i'm in london. especially love the strawberry milk bubble tea! if your new to cuppacha and don't like your bubble tea too sweet i'd recommend having less sugar in it.,5
great place to get a cup of bubble tea. wide selection of toppings and flavours,5
"i ordered ombre tea with blueberry flavour, it was very sweet eaven though i ordered it less sugar, in general it was quite good for its price, the shop itself was really and the line was so long, that it continued eaven outside of the shop. the service was nice, and quick.every 10th tea is free.",4
"very long wait for a disappointing boba milk tea. was hoping this would be a great boba shop, but ended up with a watered down milk tea. look elsewhere",1
"good bubble tea. fast efficient service - we ordered the cuppacha pearl tea which was good, reasonably priced and took about 5mins to arrive after ordering, seats available for waiting. can pay by card. conveniently located near leicester square tube and chinatown. takeaway shop.",4
"tons of different flavor options. hot or cold, different sugar options, ice or none, different bubble and jelly options. they also sell steam buns.",5
hands down the best bubble tea in all of london and quite possibly all of england. i never go to anywhere else as their quality is hard to beat. have been a loyal cutomer for many years now and always go when i get a chance.,5
bad bubble tea :(,1
"waited so long for a drink and it was super sweet, couldn't finish",1
"a sloth could serve drinks faster than they did. 20 minutes and still waiting. thought they were doing this deliberately to create a queue, but they're just super slow... they probably made 1 drink every 5 minutes?",1
"wow delicious bubble tea, the busiest in the area",5
"tasty. always busy, long queue outside. but it's worth it :)",5
"brilliant bubble tea shop, would recommend but avoid going for chinese new year, it gets very busy",4
pretty good bubble tea. all though i had better tapioca . definitely worth a try,4
quite good. loads of variety. not too expensive. great for bubble tea lovers,4
only thing i have to say is how much money they would make with a shop in orpington or bromley,5
gotta love a good cup of bubble tea,5
"lovely bubble tea with lots of options. there may be a queue  of peope waiting, and sometimes they don't have internet to pay with card, but still worth it if you like this type of cold tea.",4
tasty and most probably the best bubble tea in london,5
loud music which gave me a headache for the next 2 hours. felt incredibly rushed to make my order even though i'd never been before and had no idea what i was doing.,1
almost as good as in taiwan!,5
"i decided to stop by this bubble tea store and it was a great experience bar the queue, but you can expect this at a popular bubble tea store. a great menu and i'll be coming there more often. thank you to vicky for serving me and providing excellent customer service.",5
loved the place so much. the lady who served me is such a sweet person and the bubble tea was amazing. thank you!,5
intriguing place.took forever to be served. the woman serving me took a few minutes to work out how to give me 85 pence change for a 5 note.i ended up receiving 50p in 5p's and 35p in 1 and 2p's.the drink took such a long time to be made too.2/10 - won't go again.,2
nice place to hang out.. nice tasting bubble tea.. it was really good.,4
"if you like bubble tea you'll love cuppacha, it's a small place with a big choice and great service.",5
great place my fav bubble tea don't get reg sweet as it's too sweet,5
small space and quite crowded but great selection and quality. totally recommend.,4
"great boba! staff are also super nice. yet, service took too long. i had to wait 20 minutes for a single cup of boba.",4
love it as per usual! took a friend from manchester who also liked what he got. been multiple times before and will continue to go! can get busy and the waiting time can be slightly long but that's expected in china town and central london.,5
excellent bubble teas. the tapioca pearls are always perfectly cooked.,5
tasty bubble tea just near the leicester square.,4
"very poor bubble tea. cold when chose the hot one, and grainy matcha flavour. when told it wasn't hot, and asked them to remake it, they just added hot water which diluted the tea.",1
best bubble tea in london! highly recommended.,5
"my favourite bubble tea spot in chinatown! theres usually a queue out the door, but it moves pretty quickly so dont be put off.",5
"best bubble tea in town, and on top of that the staff is lovely! i go here almost every day.",5
great service! luna was really friendly and super helpful!!,5
italy look small but it is a fast working shop,5
always a queue even at night. good bubble tea love the range they have.,5
"came in really late and it looked like the girls were packing up but they still took orders from me and my cousins. delicious bubble tea and friendly smiles from all staff. i highly recommend the taro bubble tea, one of my faves",5
woeful service. more than happy to take your money but youll have to wait 30 minutes for a cup of tea...,3
"my niece loves bubble tea and particularly this place. there are so many bubble tea places but  this one seems to have the longest queues.they only had one member of staff serving, which considering the popularity of the place is just silly because it took aaaages to get thr bubble tea.",4
"good bubble tea, but waiting time 30mins+",3
absolutely terrible. the boba tea was watery and trash. do not go here.,1
"good taro bbt but way too sweet (i got half sugar, will try 20% sugar next time)",4
terrible. waited almost 30 minutes for 1 cup of bubble tea. the staffs were messing around and not doing their job,1
i go all the way to chinatown every time i'm in london just for cuppacha. love it so much! they let you personalize your drink down to the last drop.,5
"good bubble tea, but extremely busy hence expect a long wait!",4
"very nice pearl milk tea. one of my favourite in town. went with my friends. some of us love it, some other a bit less. is a convenient location and has affordable prices. not a very big shop, but big enough for chill a bit.",5
bubble drink was lovely but waited 10 mins for it.,4
the drinks are always good here and always collect stamps! the buns are also worth thier price,5
i always eat here! noodles are always fresh,5
"i regularly crave their mango milk tea, but they lost one star due to loooong lines and slooooooow service.",4
"excellent bubbletea with a wide range of flavors. they don't just have the regular milk based ones, they also have water based and more lemonade like ones, with jelly, bobba and popping pearls. only downside is that it's a small shop that's very warm and you often have to wait a while, but it is worth the wait. prices are good too",4
excellent menu of bubble tea and speedy service. highly recommend.,5
"if you like this bubble tea, its very good place ! there is line to wait, but they make it very good with a lot of combinations.",5
delicious matcha redbean tea. big variety of fruit tea.,5
the bubble tea is food but they are outrageously slow for mediocre tea. i really like their bubble tea but not worth the wait. also... i think their pork bun gave me extreme diarrhea so be weary and ask them when they were made. the pork bun was delicious but made me really sick that night!,2
"loved this pub, belgium beers are my absolute fave and this bar does not dissapoint. lots of different beers to choose from both on tap and bottles.place feels warm and cozy and there are quite a few places to sit. bar staff were very helpful if you needed advice with beer choices.will deffo visit again :)",5
"good selection of beer and lagers and way more than you get in most places.  but 6.10 for a vedette lager isn't worth it though, the place is just a pub after all.",3
"busy and popular central london pub with a great selection of belgian and dutch beers. dutch bar snacks are also available. upstairs room used to be available for comedy evenings, but i have no idea if that is still happening.",4
always a good friendly welcome. good beers and friendly bar staff.,5
great beer selection.,4
"had a great time, but ended with delirium. today, the pain is real!",4
lovely traditional english pub with a huge dutch influence. great continental beers to boot.,5
great pub for drinks and sports!,5
great selection of beers and nice pub. only downside is the two flights of stairs between upstairs where the majority of space is and the toilets.,5
one of my favourite pubs in picadilly/chinatown area. such nice crisp pilsners!,5
"cozy ambiance, wide variety of beers, kind personel ",5
"love this pub. very casual, very dutch, massive beer selection. don't go upstairs though, has the reputation of smelling weird upstairs and went i went to see (smell) for myself, it was true. but all is great downstairs. they also have traditional dutch food, both bar food and proper meals.",4
fantastic place - we went there for the belgium vs tunisia world cup match and loved the ambience created. we received free (great quality) belgium t-shirts that we have kept and now wear for every belgium match and the beers there are bloody amazing! staff are very friendly and accommodating - overall great experience.,5
"great beers, but the staff don't pour the beer for you. this is supposed to be a dutch bar, but they just give you a bottle and an empty glass.poor service.",2
great selection of belgian beers on tap. open til late and quite friendly staff. note it gets quite crowded on weekends.,4
"great beer, good snacks, nice atmosphere , good service, beer not cheap but for quality belgian beer it's ok",5
great bar with loads of european beer options and food available,5
they have all the beers,5
great bar with beers usually not seen in the uk,4
"busy dutch pub in chinatown, decent selection of dutch n belgian beers ++. worth a visit if you're thirsty",4
"i love their beers, though they are expensive. however, as it's beers you don't normally see in your local, then that's perhaps the price to pay. food was nice, especially the wonderfully indulgent katsu chicken burger.",4
a great pub with so many type of beers to select,5
very good pub in central london with a great variety of belgian beers.,4
good pub for centre of london,3
nice sushi,4
food range of beers and bar snacks in a cosy setting.,4
good selection of beers!,4
we love de hems and always try to visit when we're in the west end.,5
unique london pub steeped in history with dutch connection good snacks and large range continental dutch  / belgian strong beers.tv screens for news and football depending on fixtures.,4
"nice beer selection, good atmosphere. owned by dutch owners. food is nice but a bit pricy and not huge portions.",4
good place to meet in chinatown. out of the ordinary beers. friendly staff.,4
great place in the central london. great selection of beers and great atmosphere,5
awesome food and beer! great ambience too,5
pne of my favourite bars in london. great range of continental beers and friendly service,4
very good range of craft beers,4
"a nice and cozy place, with a lot of types of beers",5
"authentic, bustling, vibrant. no place for wallflowers (but you knew that already i think). always a great night here!",4
"hadn't been to this pub for ages until recently, still a great west end boozer",4
great  selection. hard to decide xd,5
"very happy with the food here. good quality, staff were fast and attentive. very impressed, beer was also sublime!",5
fun night out. good drinks and food menu. just completely avoid the nachos: tortilla chips served with mayo and sriracha (!?).,5
very lovely place. amazing selection of dutch drinks. but a bit crowded and no table service. you have to go to the bar every time you want to order. and i wish they had a smoking area.,5
we love de hems! such great sevice! big shout out to amy for going the extra mile to make sure our nights at the hems was always pleasant! we will be back for sure!,5
slightly pricey but very good original dutch beer selection as well as many other choices. it's a cosy pub with larger and smaller tables and a great place for a drink between meals or for food. great for groups or small parties.,5
nice place!good beer!nice people!,5
great selection of beers and frli on tap!,5
one of the best craft beer joints in central london,5
a great selection of great beers,5
"decent beer selection, few places to sit.",4
"real dutch beers, great for watching the footie, perfect for a post beer nosh as right on china town. luv it",5
"nice food, good atmosphere, lovely service.",5
"favourite bar in london,  great beers, great place. love it.",5
ok bar nice atmospher,3
my spiritual home when i'm out and about in london.,5
one of the few pubs in london that has belgian beers (even a witbeer) on tap. the bar staff is friendly and helpful and the atmosphere is laid back - highly recommend!,5
"good beer, great atmosphere. bar staff very nice people",4
"good food, nice people",5
awesome dutch bar with loads of excellent belgian beers. some on the expensive side but not many places serve these. has a selection of dutch/belgian food as well in addition to the usual english pub fare. good atmosphere any time of the day. cool inside on a hot summer day or has 3 tables outside in the sun.,5
very good beer selection (and even delirium on tap),5
really good place to go and see football. they got on first floor a big screen.,4
"stood at the end of the bar for 20 minutes waiting to be served when it wasn't even that busy. whistled to the barman who said he would not serve me for whistling at him, so i went to a proper bar to spend my hard earned money. i will never enter this joke!! of a pub ever again!!!!",1
"great place. lower end of london beer prices, for really nice selection of european beers. seating and second bar upstairs, somewhere quiet when matches are on downstairs.  really friendly staff.",5
great range of european beers. lively atmosphere,5
good atmosphere and great choice of beer.,5
beers and more beers. you get lost on so many and how rich they are. it's a bit of heaven on earth.,5
love the beer and the pub too,5
"very well decorated, good choice of drinks and lovely staff",5
"a unique pub, how many other dutch bars in the orbit of london's chinatown, theatre district and gay scene will you encounter? good staff, a really interesting range of dutch beers,  and that location .",4
"nice unusual beer selections, good atmosphere, good pub.",4
great ceramic. great beer. terrific place!,5
good pub but annoyingly use ikea like pint glasses so there's no head in any of the drinks. would have preferred it if they used proper pint glasses.,3
interesting place. amazing range of beers,4
"very typical, nice atmosphere, many kind of beers",4
packed as usual but great beers. fruli on tap.,5
"great place to watch football just off of leicester square, great vibe.",5
great pub good choices of beers. recommend bitterballen if you fancy a snack it yummy.,5
one of my favourite places near soho area. good selection of beers. food is ok but expect a typical pub food. nice to see some sports on occasionally.,4
"unusual choice of dutch beers, was able to find a seat upstairs!",5
nice bar very busy best early,3
great selection of beers. fab place to meet,4
"fun pub in the heart of soho! good selection of beers bottled and on tap! great for watching the sport, gets quite busy but has people evenly spread over the two floors and has a great atmosphere! it's oddly deceptive in size.... don't get lost.....!",4
"awsome, so many beers",4
friendly professional service. great selection of good quality beers.,5
great place to have some beers with friends.,5
lots of continental bottled and draft beers. can get lively,5
"great meeting place, nice and central on the edge of chinatown. prices as expected. can be busy but service is usually pretty quick. if you arrive after 9pm you can usually get a seat.",4
nice bar for.somemnice beers,5
best hieneken outside of holland,5
"very rude staff who failed to mention to the 15 of us the kitchen would be closing early for a function. one person managed to order and the rest of us had to watch them eat it. it wasn't even 7.20pm when the staff snapped ""kitchen closes at 7.30pm"". you've lost a big group who won't return now",1
"if you cant wait to go back to the netherlands to have dutch food, this is the place to go. i highly recommend the frikandellen speciaal. for a moment i thought i was back in amsterdam. please open up a branch in south east london. i can not wait to return. dank je wel!",5
great range of dutch and belgian beers with friendly staff,5
a good place perfectly located. a lot of belgians and dutch go there to see sports games from their favourite national teams. very good belgian beers... they have delirium and even white vedett on the tap! delicious.,4
nice little pub.  good beer and a small outside area to drink and people watch.,4
good atmosphere and a good choice of beers,5
"shame they dont do kaassoufles or flgel anymore:(, beside that always nice to have a little bit of home close by! and love the beer selections, would be great to have heineken 0.0 as well:)",4
unusual beers on tap. busy during peak times. more room available upstairs. worth a visit for beer or two.,3
good knowledge of beers and a wide range to choose from.heading upstairs is wholly recommended.,5
"the bitterballen are nice, and a lot of the employees are dutch. ended up not having a dutch beer because of the inflated prices though. my favourite beer is 1,95 back home, here 6,60.",3
belgian beer on tap in london! this makes me happy.,4
"amazing selection of dutch beers, a little bit on the pricey side, but it is as central as it gets.",4
always a great experience. was a busy lunchtime but service was friendly and fast. food is delicious and prices are great for the area.,5
cosy pub. usually quite quiet so you can always get a seat,5
"a great bar with a wide selection of beer and good food, but can get v busy.",4
"decent pub, often quite busy. wouldn't suggest it for a 'dutch' experience. is more like a regular pub with some dutch beers on offer.  because of being so crowed, we left pretty early on.",3
my favourite bar serving a wide choice of draft and bottle belgium beers in a pleasant continental style bar. also serving excellent continental food.,5
"this pub has been there for years! always good selection of beer and lager and good-humoured bar staff. no pressure on us either to buy more or to leave. nice chips, fiercely expensive (though maybe not for the area).",4
"fantastic choice of drinks. many of the beers are unusual, belgian and dutch, some of which are very strong as well as being very tasty. staff very knowledgeable, helpful and friendly. comfortable and relaxed atmosphere. definitely visit again.",5
"a really nice dutch bar in a very central location. very nice ambience and atmosphere. it was especially good to get a pint of lindeboom, not a beer i have seen for a while.",5
"to feel like a dutcman in london, you must come here. great selection of dutch snacks and artisan beers. this two level pub offers both mainstream pub atmosphere on lower and great intimate space on top floor.beer is cold and bartender girl is hot and very professional, do not miss understood her gorgeous smile and red lipstick.",5
"cracking place. loads of tasty dutch beer (yum!) and decor is lovely inside. could easily spend all day in there, especially with the stronger beers!",5
good place for belgian beer and some dutch snacks,5
great beer choice! the best place in the city to have a cold pint of leffe.,5
best (and only) dutch pub in town.,5
good beer selection but the music tends to get unnecessarily loud,3
great pub with loads of really nice beers and friendly staff :),5
"love this place, my mum met my dad here over 20 years ago and no i go here with them age 20!! crazy",5
amazing selection of beers and great screens for the football. loads of space and seats upstairs if it looks busy downstairs.,5
"some good beers, but there were some notable missing beers from the bottle menu.",4
unfortunately they didn't know what a 'bittergarnituur' was. maybe as dutchies we expected too much of the dutch experience. drinks were good though!,4
as dutchman i really like all the special beers they have. it feels like coming home in a bath of alcoholic goodness.,5
"fantastic bar with lots of dutch and belgian beer choices, i'll definitely be back again ",5
"some superb dutch /belgian beers, though difficult to work out what they were going to be, so we did a selection. late opening on a wed night so perfectly set up to go on to ronnie scott's afterwards.",5
one of my favourite pubs in central london! seating area upstairs is brighter and quieter than downstairs too.,5
the beer is strong here. be careful ok. but god i love their choice in music!,5
i love this bar and the atmosphere and food and choices of beers and slap bang in the city,5
"i think my granddad has been here during the 2e world war. he was sailing between england and holland as a captain for the dutch ""koopvaardij"". he never told us were he realy stayed but i like to thinks that he drunk his beer in this pub.now my son lives in london and this is his favoriet pub. it gives me a good feeling!",4
great bar great choice if beers. great for watching sports.,5
"they were objectively racist. i have never written a review, but at a belgian pub, i was refused drinks (as is their right) without any clear reason (if you are passed out or throwing up you should be refused), but lucid it is shocking",1
"quirky, noisy but still a good place to kick off an evening",4
"what a great find and a real treat for central london! hosting german and belgium beers, this place would add an interesting and playful dimention to the casual 'meet and drink'! the prices are decent, especially for being so central, and staff are friendly and helpful.",5
"cool place, great vibe, fantastic selection of dutch and belgian beers. also serve food. it's a shame they only have one non-alcoholic beer in the whole place, and even that is not dutch. please consider increasing your selection for those of us driving!",5
great atmosphere. great drinks. lovely employees. especially when ajax or the dutch national team play football this is the place to be. home away from home for dutchies. but also a great place when youre not dutch.,5
"this is the best pub in london. great beer, great location and always a fun atmosphere. this is my local, even though i live in zone 5/4",5
fantastic venue,5
great beer selection!,5
"the place is full of character, the choice of beer is amazing and the strawberry-blonde bartender with the thick dutch accent made it feel even more authentic ",5
"perfect selection of dutch/belgian beers. very crowded on a saturday night, maybe a bit more room upstairs. knowledgeable staff and just perfect location in the centre of everything. recommended visit whenever british ales just don't feel satisfying enough.",5
loads of european beers,4
been a good pub for years. always a nice pint,4
great beer with the added bonus of a brilliant atmosphere ,5
little london gem. always a pleasure to come back there,5
best selection of beers on tap in london! relaxed vibe with lots of space to sit.,5
everything was perfect until we were kicked out before letting us finish our drinks in peace. you don't call last round to not let people finish it!,4
"one of my favourite pubs in london, serving a good selection of dutch and belgian beers.",5
decent selection of beers from holland and belgium. wasn't too crowded for a friday night given the location.,4
really like this bar. great beers and good atmosphere.,5
great ambiance and they are showing eredivisie games!,4
"a little gem of a place. primarily continental beers, food looked good. has history linking the bar to the dutch resistance during ww2, recommend you pop in for a pint of good continental beer.",5
"amazing place, great selection of beers",5
pricey but some great beers. last few times i've been sat outside and everyone seems to smoke. bar upstairs less busy and serve god grub.,5
"really nice dutch bar in the heart of soho. the beer selection is very extensive with scores of different beers from holland and belgium, the fruity ones among others.  this bar is also very popular during sports event when the netherlands team is playing as its a place where many dutch come to watch wearing orange colours",5
great pub. check out the upstairs bar - apparently it was used by the dutch resistance. oyster shell walls are amazing. love the dutch nibbles they have.,4
"one of the best pubs in chinatown. really excellent selection of beers, loads of craft beers and a nice venue. such a refreshing change from a lot of the very touristy venues in central london.",5
"i got hooked on this place. the best bartender ever who really knows the selection of beers they have (90 something of import beers). if you ever experienced  good dutch beers you will find one, like me (le chouffe). don't worry if u have no clue, the bartender guy can offer something that will  blow your mind.",5
all good. very nice beer and tasty food,5
"good selection of dutch beers, can be a bit tricky to get a seat at times.",4
excellent selection of beers.  always friendly.  staff here are excellent too... very professional.  particularly fun on kings day.,5
"overpriced, flavourless lager, disinterested staff",1
a classic old pub,4
a lively and very dutch pub with great choice of drinks,3
varied beers and ciders. good atmosphere.,5
dutch themed pub in the middle of london. fun place to try new beers.,4
"gets very, very busy. but easily the best pub in soho.",4
good solid pub atmosphere. prices are reasonable with solid 100+ beer selection. staff were friendly and recommended a great new beer for me. food was recommended by a friend but i find it a bit average. prepared fried cheese and meat. would go back to the pub again but not for the food.,4
"great place to catch up with friends, nice and central if you live in london. good selection of beers!",4
been there last friday. food was great!!! i had fish and chips it was lovely! highly recommend to try it.,5
lovely cup of coffee and friendly staff.,5
great for dutch people who like to get a taste of back home. also for people who like to taste a real dutch beer. also a friendly barman,5
great atmosphere. expensive beers.,3
"it's a nice pub in that there us a decent choice of beers and is not unreasonably proceed given its location. however, it absolutely stinks of chlorine as they use a cleaning product that is far too strong and chemical. this is totally overpowering and really spoils the pub experience.",3
delirium tremens on tap! dangerous.,5
mice old pub on the edge of chinatown.,4
"a quiet boxing day visit. lovely bar, plenty of continental beers available. can't see any casks on but there are a couple of pumps. pleasant welcoming staff. right in chinatown, worth a visit.",4
"nice pub. struggle to ever get great service here, but that's cental london for you. it's a dutch pub with many belgian beers. but also does dutch food.",3
very nice pub in china town. very good beers from holland. very comfortable inside. very busy at times but i tend to go there outside peak times. recommend watering hole.,5
fabulous atmosphere for the football. we reserved a table and so glad we did as the pub was full be kick off. there is a good selection of tasty food and a fantastic choice of beers.,5
awesome selection of dutch and belgian beers .. worth visiting,5
"nice place, wide selection of beers to choose from.",4
"one of my favourite places to grab a drink, this bar has an amazing location and an even more amazing selection of beers i really recommend trying out different ones , you'll be surprised",4
"a nice normal pub with a great selection of beer, including some dutch favourites. also a great selection of authentic dutch snacks and bar food. worth a visit!",4
huge choice of brilliant beer.,5
good beer. good vibes. good staff.,4
"how have i only just found this gem? takes me back to the land of the windmills and canals, with dutch footy on the box, dutch booze in the glasses and dutch food on the plates. pass the mayo!",5
best pub in town. for dutchies anyway,5
"nice quality pub, friendly",5
to the general manager who attacked me for breaking the furniture that i did not break: check cctv before attacking me and making my friend cry. that was just shocking and disgusting!,1
i enjoyed the great selection of belgian beers they have! the food was great as well,5
very helpful barman. didn't have the beer i wanted but had a tasty similar one in his fridge upstairs.,5
wonderful atmosphere and really good service. the beer isn't bad either.,5
great range of belgian beer in this place we had duvel,5
"yeah it's a good bar to go to, with a central position. beers were reasonably priced and good atmosphere at night time.",4
"decent central london dutch/belgian there car, good beer choices",4
"fantastic institution for beers, snacks and football in the heart of central london",5
fantastic little pub with great history! good selection of beers but can get a little crowded..,5
large selection of dutch beers on tap.the bitterballen are home made and taste differently from the ones you would typically find in the netherlands.,4
"food was cold and had two hairs! the staff were mostly nice, apart from a few that were really patronising and hostile! over priced. don't go!",1
great pub with a good selection of wines. it's a central london pub so naturally it gets pretty busy at times. but it has great character and the staff are nice.,5
come here if you want to meet fellow dutch,5
loved the place.  a fantastic pub right in the middle of the westend.a great choice of beers but unfortunately some work needed in regards to service by some bar staff.,5
if you want great dutch or belgium beer this is the place. comfy setting and friendly staff. one i spoke to even was duch himself :),5
"perfect place for watching dutch football, have a variety of dutch beers and snacks.",5
a tradeoff between a tourist place and an oppotunity to drink belgian beer on tap,3
"always busy, sometimes takes a while to get served becos of this",4
"been here with friends in a rainy afternoon. the place is really nice and cosy, with tables on ground floor and 1st floor. we had a good cider and a very good mixed plate of dutch starters (sausages and croquettes) as a shared snack. multiple big screens were present, showing current football matches.",4
"have to be the best doughnuts i've personally had in london, tad bit pricey but one will certainly leave you satisfied",5
beautiful donuts but slightly overrated. i'm a simple girl who likes simple donuts.,4
"amazing doughnuts, dont know the name of the chap, but customer service was brill and with a smile",5
not the best donuts. overly sickening. very expensive for bread and icing.,1
fab donuts and love the novelty names! david hassle-biscoff... yum,5
delicious and incredibly clever. loved the names and flavours of the doughnuts. bit pricey at 4.50 each but it's an experience.,5
"( no gluten free doughnuts ) i went all the way there, because i read the previous post that they have gf doughnuts but they don't. so please anyone will post a review you must be sure about your information, otherwise this will happen again for others!",5
doughnuts very tasty and fresh just a bit doughy.,4
sugarrush. is the word to describe it. coviniently located by the busstop. missed three buses trying to decide which one to choose.,4
my fave lotus vegan donut ,5
the doughnuts look tasty and very picture worthy although when you bite into them they are quite bland and stale. also very pricey. can recommend to go and take a picture of the collection but not sure if they are worth the price.,3
"the donuts looked way better than what they actaully taste like, prefer dunkin donuts, sorry.",3
when they first opened their doughnuts were amazing. lately though ive found theyre always dry and stale. its basically like icing on a dry cake ring.  for better value youre better off with a krispy kreme from tesco.,2
"so good, so big and have vegan options.",5
"this place is one of my favourite places to visit in london. there's no sitting in, it's literally just a take away option, but the range of flavours and toppings are incredible. me and my partner have been twice and each time we have not been let down. the prices are excellent considering how large each doughnut is.",5
first visit and definitely won't be the last,5
love those doughnuts. i used to get them back in australia with friends a lot. having said that however i was shocked by the rude staff member who basically ignored me for 5 minutes and then only said 2 words in total. kinda ruined my excitement of getting doughnuts.,4
love the names of these doughnuts. definitely makes you look twice and want to get some. sugar overload but actually quite good as i had feared the visual and names were compensating for the taste. kept on seeing many people near the shop with the boxes so must be popular too.,4
"small stall rather than a shop but that works in its favour where you can pick the doughnut you want and go, friendly staff aswell",5
"stylish donuts with all types of flavours.if you need a sugar boost, thats the place. worth the taste and a comeback. there is a classic option as well. well behaved staff and baked at the place.",4
small shop but great doughnuts,4
"their doughnuts are absolutely delicious. they are also huge, get ready for a lifetime of sugar in your mouth!",5
frieny and easy to get too,5
they look nice but they are so sickly sweet that i only managed one bite. also the kinder bueno was a basic chocolate donut with pieces of kinder on top,1
"this store does accept cash which is good, the attention was on point, but now talking about what is important, the doughnuts really amazing, is bigger that the average and original.",5
the doughnuts are delicious but it's a bit pricey.,3
"amazing donuts, don't worry about the calories.",5
