label,name,text
5,Chinatown Gate,Worth a view
5,Chinatown Gate, 
3,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) There is more than one door each in the corresponding exits of the Chinatown, the main one is impressive and next to the lanterns and music create an environment similar to that of the streets of Shanghai.

(Original) …"
3,Chinatown Gate,"(Translated by Google) A must see

(Original)
À voir absolument"
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,Too many people but nice musicians
4,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Essential in your visit to London

(Original)
Imprescindible en tu visita a Londres"
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate,Ok
5,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
2,Chinatown Gate, 
4,Chinatown Gate,Great
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,Love the colors and culture
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
2,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Mais um dos maravilhosos locais de Londres.
3,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,Local emblemático confesso que esperava mais ruas mais movimento mas gostámos muito.
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Lively, bustling, good place, convenient for everything

(Original)
熱鬧繁華啲好地方,什麼都很方便"
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Amazing place and good street food
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Beautiful

(Original)
Frumos"
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate,That's the traditional China gate.
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Very quite not like normal
3,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"Full of local restaurants, shops and bakeries"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Very nice area to visit.
I loved London

(Original)
Muy bonita la zona para visitar.
Me encantó Londres"
5,Chinatown Gate,"(Translated by Google) Beautiful, the colors, the style, the Chinese!

(Original)
Bellissima, i colori, lo stile, i cinesi!"
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) We were in Asia even athesof nice place for the visit 👍

(Original)
Nous étions en Asie même athesofer belle endroit pour la visite 👍"
5,Chinatown Gate,"(Translated by Google) A real piece of Asia in a London setting.

(Original)
Un véritable morceau d'Asie dans un écrin londonien."
5,Chinatown Gate, 
5,Chinatown Gate,Mix of cultures!
2,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Lovely place ...

(Original)
מקום מקסים..."
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Lots of people, lots of restaurants.
The shops are full of goods.

(Original)
Rengeteg ember, sok étterem.
A boltok tele árúkkal."
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Nice place to walk. Very picturesque. If you already went to other Chinese neighborhoods, well very similar.

(Original)
Lindo lugar de paseo. Muy pintoresco. Si ya fuiste a otros barrios chinos, bueno muy similar."
4,Chinatown Gate,"(Translated by Google) I love the neighborhood, we are good there!

(Original)
J'adore le quartier , on y est bien!"
5,Chinatown Gate,I loved this place :)
5,Chinatown Gate, 
5,Chinatown Gate, 
2,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) I visited it during the Chinese New Year, SPECTACULAR. And not as full as one would expect. Lots of restaurants with a variety of prices and sites. I loved the decor and the atmosphere. The best of London.

(Original) …"
5,Chinatown Gate,"(Translated by Google) Fun, full of colors and scents.

(Original)
Divertente, pieno di colori e profumi."
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"Marks one of the entrances to Chinatown, worth seeing if near by."
3,Chinatown Gate,"(Translated by Google) Wherever you go, there is Chinatown.

(Original)
어디를 가나 차이나타운은 있습니다."
5,Chinatown Gate,Gate is magnificent. It feels like being in Beijing.
5,Chinatown Gate, 
5,Chinatown Gate, 
2,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Nice place to stroll and eat in the countless restaurants in the area

(Original)
Όμορφο μέρος για περίπατο και φαγητό στα αμέτρητα εστιατόρια που υπάρχουν στην περιοχή"
5,Chinatown Gate,Must visit if in London
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Very nice place, nice for a night out and highlights all the decorations. Located between Piccadilly and Soho area so definitely recommended as a very nice stopover. For Asian food lovers, the place offers a wide …"
5,Chinatown Gate, 
5,Chinatown Gate,😍
5,Chinatown Gate, 
1,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,ok but food not cheap
4,Chinatown Gate, 
3,Chinatown Gate, 
3,Chinatown Gate,"(Translated by Google) Nice to see but nothing earth-shattering

(Original)
Schön mal zu sehen aber nichts Weltbewegendes"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate,"The restaurants there are very busy and crowded. They squeeze you in, as long as you have a seat it doesn't matter who sits in your table and cash only. Very fast in and out. Food is excellent everywhere, seriously delicious."
5,Chinatown Gate,"(Translated by Google) Great

(Original)
很棒"
3,Chinatown Gate, 
5,Chinatown Gate,very good in this city。
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) cool

(Original)
Super"
5,Chinatown Gate,"(Translated by Google) A nice pedestrian area next to the theater area in Soho and behind Piccadilly and Trafalgare
Numerous restaurants with typical cuisine and many specialties difficult to find in Chinese for Europeans
During the Chinese …"
1,Chinatown Gate,Dirty
3,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate,We were there during the Chinese New Year's celebration and it was completely amazing!
5,Chinatown Gate,"(Translated by Google) Cool

(Original)
Fajne"
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Lots of life, colorful place, always full of tourists. Restoration offer to get bored. It is central. It is worth visiting.

(Original)
Mucha vida, lugar colorido, siempre lleno de turistas. Oferta de restauración como para aburrirse. Está céntrico. Merece la pena visitarla."
5,Chinatown Gate,"(Translated by Google) Chinatown in London, you will find food, massage places and some betting points

(Original)
Barrio chino en Londres, encontraras comida, lugares de masajes y algunos puntos de apuestas"
5,Chinatown Gate, 
4,Chinatown Gate,"Busy, interesting. A lot of special Chinese food."
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Little China in central London

(Original)
Маленький Китай в центрі Лондона"
5,Chinatown Gate,"(Translated by Google) Beautiful place, colorful, very busy but neat and clean. What I liked most was the front door.

(Original)
Hermoso lugar, colorido, muy concurrido pero ordenado y limpio. Lo que más me gustó fue la puerta principal."
5,Chinatown Gate, 
3,Chinatown Gate,"(Translated by Google) Except for eating nothing very interesting.

(Original)
A part pour manger rien de très intéressant."
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate,Magical
4,Chinatown Gate, 
5,Chinatown Gate,"Muito bonito, bem caracterizado, muitos restaurantes e bares, bem próximo da estação de metro"
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
2,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Always lovely

(Original)
Sempre incantevole"
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) It seems to be really impressive in China

(Original)
Sembra di essere in Cina davvero suggestivo"
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate,"Was there for CNY, great atmosphere but very crowded"
5,Chinatown Gate,Busy place to be
3,Chinatown Gate,É interessante
4,Chinatown Gate, 
4,Chinatown Gate,Really good
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Nice atmosphere
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Area found very particular, beautiful and different from the others. You immerse yourself in a reality all between eating and typical pubs. Very crowded especially the main street, which can be visited in 20/30 …"
5,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) I loved the atmosphere and the originality of its people

(Original)
Me encanto el ambiente y la originalidad de sus gentes"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Always a nice experience the Chinese New year
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate,Awsome!!! 😃😃😃😃
4,Chinatown Gate,"(Translated by Google) Eve of Chinese New Year, great excitement, so many people

(Original)
Vigilia del capodanno cinese, grande fermento, tanta gente"
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Very lively

(Original)
非常熱鬧"
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Perfect 😋👌

(Original)
Perfekt 😋👌"
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"Beautiful atmosphere we visited right before the Chinese new year and everything was full with lanterns.
You can find a few good stores and restorants but sadly it's easy to pick a really bad place if you don't read reviews before hand"
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"It's off Leicester square, where you can feed your passion of Chinese foods and goods"
4,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Fantastic not to be missed

(Original)
Fantastico  da non perdere"
5,Chinatown Gate, 
5,Chinatown Gate,Great place to go especially beautiful with the red lanterns
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,"China town is as its name suggests.
What can you get here? What cant you!?
What can you do here? What cant you do?!
Eat if you hungry, have a tea if you thirsty, go gamble if you feel lucky or get a thai massage if you feel stressed. …"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) A place with Chinese shops and restaurants displaying various foods, the most important of which is grilled white with a distinctive red color, and Chinese decorations fill the streets with red color.

(Original)
مكان …"
5,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,I love this place
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Great place to eat familiar foods in London with few recommended hamburgers

(Original)
햄버거외 추천 음식이 적은 런던에서 무난이 친숙한 음식을 먹기 좋은 곳"
4,Chinatown Gate,"(Translated by Google) It is one of the places where I usually go to look for a place to eat. It seems to me one of the best Chinese neighborhoods I know.

(Original)
Es uno de los lugares donde suelo ir a buscar un lugar a comer. Me parece uno de los mejores barrios chinos que conozco."
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"We recommend arriving in the evening with a lively and bright place, go to the pubs or to the small restaurants and try the chicken and the soups there, pay attention to the prices that won't work for you"
5,Chinatown Gate,"(Translated by Google) Mazzay

(Original)
Mazzay"
4,Chinatown Gate, 
5,Chinatown Gate,Good food
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
1,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) One of the best Chinese Neighborhoods I've ever met. Beautiful access and very good business. Good food in the area.

(Original)
Uno de los mejores Barrios Chinos que he conocido. Hermoso accesso y muy buenos negocios. Buena comida en la zona."
3,Chinatown Gate, 
5,Chinatown Gate,Fascinating street
1,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) A colorful oasis full of Asian charm

(Original)
Krāsaina, ar savu Āzijas šarmu piesātināta oāze"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) A great place worth seeing and entering the restaurant for shrimp dumplings, springrollsy, and tea

(Original)
Super miejsce warte zobaczenia i wstąpienia do restauracji na pierożki z krewetkami , springrollsy , herbatę"
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
2,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,VIBRANT. TOURIST FRIENDLY. LOTS OF EXCITING PLACES TO EAT.
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) The best gastronomy and its streets full of life.

(Original)
Lo mejor la gastronomía y sus calles llenas de vida."
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate,"(Translated by Google) Area with a lot of atmosphere.

(Original)
Zona con mucho ambiente."
4,Chinatown Gate, 
5,Chinatown Gate,"Great staff, lovely food! The spice is bang on! Thankyou"
5,Chinatown Gate, 
4,Chinatown Gate,Muitos restaurantes.
5,Chinatown Gate,"(Translated by Google) Agradable🤪 neighborhood is Asian food, architecture door is ideal for walking and found this excellent, I found a bit small but nice.

(Original)
Es un barrio agradable🤪 comida asiática, la arquitectura de la puerta es ideal, para caminar y conocer esta excelente, me pareció un poco pequeño pero agradable."
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,I love food
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate,Very special but not good enviroment and bad food.
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Exciting street worth a visit.

(Original)
Spennende gate som er verdt et besøk."
5,Chinatown Gate, 
5,Chinatown Gate,"Great atmosphere,delicious food,plenty to see."
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Very lively, and colorful.
A lot of restaurants ...

(Original)
Tres animé, et coloré.
Pas mal de restos..."
4,Chinatown Gate,"(Translated by Google) Good for the photo, beautiful city.

(Original)
Buena para la foto, hermosa ciudad."
5,Chinatown Gate,Lovely food
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Beautiful place that needs to be visited.

(Original)
Bellissimo posto che dev'essere visitato."
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,Getting ready for new year
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Which Chinatown in the world does not deserve a return? To browse

(Original)
Qué barrio chino del mundo no merece una vuelta? Para curiosear"
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Very beautiful!!
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Chinatown is my favourite spot in London. It’s always full of buskers and you can spend a beautiful day while enjoying a delicious Asian dish.
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Very funny ! With many restaurants

(Original)
Muy divertido ¡! Con muchísimos restaurantes"
3,Chinatown Gate, 
1,Chinatown Gate,Probably the worst drink I've ever seen
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,China TOWN  CENTRAL LONDON
3,Chinatown Gate,"(Translated by Google) Picturesque street and gate

(Original)
Malownicza ulica i brama"
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Worth seeing

(Original)
Sehenswert"
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,Always a vibrant area and cheap Chinese buffets.
4,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
4,Chinatown Gate,"to many people
but nice to look at"
5,Chinatown Gate,Powerful place.
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Excellent and great place to explore it with its typical Chinese Restaurants with good menus when choosing to suit the client.

(Original)
Excelente y estupendo lugar para recorrerlo con sus típicos Restaurantes Chinos con buenos menús al escoger a gusto del cliente."
5,Chinatown Gate,Good
4,Chinatown Gate,"(Translated by Google) Lots of Chinese culture (of course). It is a shame that people everywhere press balloons into your child's hands and then ask for money for their balloon.

(Original)
Veel Chinese cultuur(natuurlijk). Wel jammer dat …"
4,Chinatown Gate,"(Translated by Google) Ideal for walking and trying the food they offer.

(Original)
Ideal para pasear y probar la comida que ofrecen."
1,Chinatown Gate, 
3,Chinatown Gate,"(Translated by Google) Always have liquid on itself

(Original)
Toujours avoir du liquide sur soi"
5,Chinatown Gate,"(Translated by Google) There are three doors each located in one place. And inside is the Chinatown. There are many restaurants and the truth is that it ""transports you"" a little to China.
Is beautiful

(Original)
Hay tres puertas situadas …"
3,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) It is a very beautiful place, very colorful and characteristic! Throughout the neighborhood there is a scent that makes your mouth water! Unfortunately I have not had the opportunity to stop to eat anything .. but I …"
5,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) I loved the Chinatown, it really is to be in a little piece of Asia, or rather China, Japanese businesses I think I saw 3 and 1 or 2 Koreans, but super cool, modern and with a very good atmosphere

(Original)
Me ha …"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,Nice to visit!
4,Chinatown Gate,It's a surprise.
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Nice
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,Magical place especially by night
5,Chinatown Gate,"(Translated by Google) Magnificent

(Original)
Magnifique"
5,Chinatown Gate,(Translated by Google) Very beautiful not to miss the live performances of the singers Street is a last one they sing very well and on top of that they go in turns bone very well raised the decoration is very beautiful everything is very …
3,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Extraordinary

(Original)
Extraordinario"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Beautiful

(Original)
Precioso"
4,Chinatown Gate,"(Translated by Google) Far too touristy. Better restaurants are in streets around that one street. Go to one where there are only Chinese people

(Original)
Veel te toeristisch. Betere restaurants zitten in straatjes rond die ene straat. Ga naar een waar alleen Chinezen zitten"
5,Chinatown Gate,"(Translated by Google) A Chinese experience in its embodiment

(Original)
חוויה סינית בהתגלמותה"
5,Chinatown Gate, 
5,Chinatown Gate,So many good foods with good prices. The place is massive with delicious food choices. Many shops are located very closed to each other. Keep in mind that they will charge you fees for the service even though there are a couple of people …
5,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,It really is like how you would see in the movies of Chine Town. They have the traditional Chinese red lanterns hanging everywhere. Red and golden gates. There is just a amazing range of decorations and dragon statues at every corner. This was a great place to take tons of pics and it is very strange to think this is in central London.
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,Lugar com comida barata em Londres
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Lindo e bem perto de muitas comidas boas
4,Chinatown Gate,"Fun to walk around. We missed the fresh food markets, spices and natural remedies. A majority of the places where restaurants."
5,Chinatown Gate,"(Translated by Google) I really liked

(Original)
Очень понравилось"
5,Chinatown Gate, 
2,Chinatown Gate, 
5,Chinatown Gate, 
1,Chinatown Gate, 
4,Chinatown Gate,"Northwest of Leicester Sq but a world away in atmosphere, this grand tile-roofed and red-pillared gate marks the entrance into Chinatown. Although not as big as Chinatowns in other world-class cities – it's just Lisle and Gerrard Sts really …"
5,Chinatown Gate,"(Translated by Google) Chinatown pleasant radical change in London good time spent there are traders always offering the same things same restaurant same goods ect ...

(Original)
Quartier chinois agréable changement radical de Londres bon …"
5,Chinatown Gate, 
3,Chinatown Gate,"(Translated by Google) Perfect except the unlimited restaurants

(Original)
Parfait sauf les restaurants à volonté"
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) There really are very few streets, and the differences because the names of the streets are in English and in Chinese. Basically Wardour St, Lisle St and Gerrard St.
Shaftesbury Avenue is what separates it from Soho. …"
4,Chinatown Gate, 
3,Chinatown Gate,"(Translated by Google) Foreign Chinese area, things are not cheap to sell!

(Original)
外國華人區,賣的東西不便宜!"
5,Chinatown Gate, 
4,Chinatown Gate,Amazing place! One of the best views I  have ever seen in the UK! Worth the visit absolutely.
4,Chinatown Gate, 
4,Chinatown Gate, 
4,Chinatown Gate, 
3,Chinatown Gate,"(Translated by Google) So-so Chinatown. More for a tourist.

(Original)
Так себе чайна-таун. Больше под туриста."
5,Chinatown Gate,"(Translated by Google) Shusyy

(Original)
Shusyy"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate,"Only cash, no credit card in almost every restaurant...why?????"
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Exciting. Good choice of food
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
1,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,I love it
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,Amazing and large Neighbouhood. Must visit
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,"A must when you go to london the atmosphere is something special try it on a morning the hustle and bustle is a must
The restaurants are fantastic not to expensive. Food good a good day round china town can start or finish the perfect day"
5,Chinatown Gate, 
4,Chinatown Gate,Fabulous and magic
5,Chinatown Gate,Best place in town
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) A real piece of Cins on hand

(Original)
Un vero pezzo di Cins a portata di mano"
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Just exotic! To visit !

(Original)
Juste dépaysant ! À visiter !"
5,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate,Chinatown is small but also charming. I would like it more if it was cleaner.
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"It's awesome place , have to visit once atleast"
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) A must do when he is in London

(Original)
Ett måste när.man är i London"
5,Chinatown Gate,"(Translated by Google) of course to see it's mythical ....

(Original)
bien sûr à voir c est mythique...."
4,Chinatown Gate,"(Translated by Google) Nice neighborhood a very large choice of restaurant

(Original)
Quartier sympa un très grand choix de restaurant"
4,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) Chinatown has Hong Kong-style drinking tea with traditional Hong Kong flavors. The delicious pork shredded noodles are authentic Hong Kong flavor.

(Original)
唐人街有香港傳统口味的港式飲茶，美味的肉丝炒面很正宗香港味道。"
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,Good
4,Chinatown Gate,Good food and price
5,Chinatown Gate, 
5,Chinatown Gate,Wonderful. We really enjoyed our experience there. Being there at Christmas time just add to the vibe.
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) For those in Asia and its cuisine. Too bad, there were no kpop shops

(Original)
Pour les dans d'Asie et de sa cuisine. Dommage, il n'y avait pas de boutiques de kpop"
5,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) A street in which the wonders of the world are not boring, and the last street floats at night

(Original)
شارع فيه عجايب الدنيا ما تمل و اخر شارع يطفي في الليل"
3,Chinatown Gate,Good only to walk by
5,Chinatown Gate, 
4,Chinatown Gate,A special experience
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate,"(Translated by Google) Satisfactory

(Original)
คุ้มอิ่ม"
5,Chinatown Gate,Good
5,Chinatown Gate,"(Translated by Google) Small magical village

(Original)
Piccolo borgo magico"
3,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) For me the best part of London

(Original)
Dla mnie najlepsza część Londynu"
5,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate,Excellent food at Dumpling legend. Please note that you fo not need to book table in advance unless you are more than 10 in a group.
5,Chinatown Gate, 
4,Chinatown Gate,When in London it's a must to visit Chinatown to get a taste of best in Asian culinary. From the famous FOUR SEASONS to the other similarly great Chinese restaurants. Try the roast ducks and roast meats.
4,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
4,Chinatown Gate, 
5,Chinatown Gate, 
3,Chinatown Gate, 
5,Chinatown Gate,"(Translated by Google) This entrance to China Town is splendid

(Original)
Splendida questa entrata di China Town"
5,Chinatown Gate, 
5,Chinatown Gate, 
5,Chinatown Gate, 
