text,label,place
"small stall rather than a shop but that works in its favour where you can pick the doughnut you want and go, friendly staff aswell",5,Doughnut Time
"stylish donuts with all types of flavours.if you need a sugar boost, thats the place. worth the taste and a comeback. there is a classic option as well. well behaved staff and baked at the place.",4,Doughnut Time
small shop but great doughnuts,4,Doughnut Time
"their doughnuts are absolutely delicious. they are also huge, get ready for a lifetime of sugar in your mouth!",5,Doughnut Time
frieny and easy to get too,5,Doughnut Time
they look nice but they are so sickly sweet that i only managed one bite. also the kinder bueno was a basic chocolate donut with pieces of kinder on top,1,Doughnut Time
"this store does accept cash which is good, the attention was on point, but now talking about what is important, the doughnuts really amazing, is bigger that the average and original.",5,Doughnut Time
the doughnuts are delicious but it's a bit pricey.,3,Doughnut Time
"amazing donuts, don't worry about the calories.",5,Doughnut Time
"nice looking place in a great location with great branding, but the doughnuts weren't that great. the two we got were very sickly, not all that tasty and very expensive for what they are!",2,Doughnut Time
"the most amazing doughnuts i have tasted and to know they have vegan options that taste just as great, would highly recommend ",5,Doughnut Time
"had these incredible doughnuts in their native australia, overjoyed they have made it to the uk. the best doughnuts in the northern hemisphere.",5,Doughnut Time
"yummiest doughnuts ever, small shop, lovely and friendly staff, lots of delicious flavours, loved the kit kat doughnut the most!",5,Doughnut Time
amazing range of doughnuts. loved by many. i had the robert di oreo one and it was great. cannot wait to try the biscoff one!**update: tried the biscoff one and it's my favourite!,5,Doughnut Time
"never had a doughnut like this before. it's massive, it's delicious and overall massivly delicious.",5,Doughnut Time
"dont miss out on the nutella or rolo doughnuts, by far the best, i have tried them all :)",5,Doughnut Time
"artisan doughnuts to die for, if your in the mood for doughnuts give your taste buds a treat and skip the krispy cremes and go straight for these bad boys instead",5,Doughnut Time
"i really wanted to like this after the first donut i tried, but subsequent ones i've had were quite horrible.  they are also quite overpriced at 5 pounds a donut!",3,Doughnut Time
tasty vegan doughnuts but little bit expensive,4,Doughnut Time
"the donuts are nice. however, a fiver for one donut it is too expensive.",3,Doughnut Time
"below average doughnut covered in an excess of store-brought flavours with a cute name and an excessive price tag.  not good, not worth it, and the staff is rude!",1,Doughnut Time
"if i was going by i'd get a doughnut but wouldn't come specially. they are a bit overpriced. i wanted a sugar doughnut, don't like fillings but they didn't have it so had the nutella one... lots of nutella inside. this is just a kiosk, so you can only takeaway or eat it on the street.",3,Doughnut Time
may be a bit pricey but for the size of the doughnuts and the variety it's defo worth it!,5,Doughnut Time
they do percy pig doughnuts. well worth the trip!,5,Doughnut Time
"lovely little hole in the wall for doughnuts, i found them absolutely massive and full of filling. do good deals on the more doughnuts you buy.",5,Doughnut Time
"really good donut! one of the best in london, thicker than crosstowns and almost reaching chicagos best ones",5,Doughnut Time
bit pricey for a doughnut but bear in mind they are huge. i got the nutella filled one and it was delicious.,4,Doughnut Time
"4.50 for one donut and it doesn't even have much flavour, other reviews are good but this was not.",2,Doughnut Time
quite possibly the best doughnuts. great selection with the funniest names. give it a go ,5,Doughnut Time
"doughnuts look fantastic, however i found that they selected a doughnut from the front shelf - dry and stale. you really need to be providing customers with the freshest specimens - so would not recommend!",2,Doughnut Time
"the donuts look way better than they actually taste, dry and stale. a low average donut with fancy decorations on top. no idea why people queuing for this. totally overrated and pricey.",2,Doughnut Time
tried their christmas red velvet doughnuts its tastes and looks so delicious! will buy again for our christmas tea dessert,5,Doughnut Time
great doughnuts but you should probably share one with a friend because they are big!,5,Doughnut Time
"ordered online the day before, very easy pickup the next day! vegan doughnuts were delicious, the best tasting in london! doughnuts were already neatly packed in a box and presentation was perfect when we got them out later ",5,Doughnut Time
"if you want a doughnut in the west end, head here for instant carb satisfaction.",5,Doughnut Time
so delicious,5,Doughnut Time
great doughnuts! had a basic jam doughnut and it was done really well. prices decent and staff friendly. loyalty card available.,5,Doughnut Time
if you love doughnuts then this is the place to go. forget the pretenders (krispy kreme) as doughnut time is thy king or queen to the sweet treat you can't wait to eat throne.,5,Doughnut Time
this place is literally a hole-in-the-wall and was literally heaving with people.  the doughnuts were extremely sweet and really way too expensive.,3,Doughnut Time
amazing! love this place!,5,Doughnut Time
amazing doughnuts. had bueno mars. tasted delicious!,5,Doughnut Time
"amazing doughnuts way better than other doughnut shops, wide array of flavours and so filling. if you arrive just before closing expect a limited choice of doughnuts though.",5,Doughnut Time
too sweet and full of suger,3,Doughnut Time
large doughnuts... very good tasting!!,5,Doughnut Time
my favourite place in london! been a couple times an dloved it every single visit,5,Doughnut Time
if you love doughnuts then this is the place to go. great taste.,5,Doughnut Time
pricey but delicious doughnuts at this booth-like shop. expect long queues at weekends!,4,Doughnut Time
"great selection of doughnuts, with different coatings and fillings.but prices are a bit excessive.",4,Doughnut Time
a bit of an expensive treat but these doughnuts are amazing!,5,Doughnut Time
"i am giving them 3 stars for innovation, variety and size (huge donut). i tried 4 different flavors and all were bland and donut dry (not fresh). its a shame after all this hype! they could definitely do better especially that they are charging 4+ per donut!",3,Doughnut Time
"really fun little kiosk a short walk from china town.yes the doughnuts do appear a little overpriced but wow! they are huge! we really enjoyed the ones we had, each probably contains your daily calorie intake but oh well!they also offer a loyalty card which is stamped for every doughnut you buy.",4,Doughnut Time
"i love this place. the doughnuts are amazing, - so so yummy! and they do vegan ones which are so tasty.",5,Doughnut Time
most incredible donut,5,Doughnut Time
some of the best donuts i've tasted around the world.,5,Doughnut Time
great doughnuts,5,Doughnut Time
"amazing been wanting to stop by this place for a long time, got a selection today and i ate one and cant look at the rest there massive, top quality, highly recommended, would definitely call again when am back in london.",5,Doughnut Time
"phenomenal doughnuts that manage to be grand and ott without being all style over substance. the doughnuts are light and fluffy, filled well, and not too sweet at all. very happy with the pricing and will be coming back again for more",5,Doughnut Time
fantastic doughnuts and friendly staff.,4,Doughnut Time
the filling of the one called robert d'oreo (or something like that) wasn't good. the lotus one was quite good. the second time i ordered kinder and that was reaaally amazing.,4,Doughnut Time
not cheap buy good selection and tastes great,5,Doughnut Time
"the doughnuts are great and very big, the only gripe i have is they need more amazing variety to choose from.",4,Doughnut Time
just amazing!,5,Doughnut Time
the doughnuts are plentiful and customer service is superb. there is a lot of choice and they even offer vegan doughnuts for those interested. the bueno mars doughnut is sublime and even just one of them will fill you up.,5,Doughnut Time
"creative doughnuts, interesting flavours.",4,Doughnut Time
"indulgence at it best! such an enticing selection of doughnuts, had the 'bueno mars' and it was amazing. doughnuts are huge so they can almost serve as a whole meal if you have a small appetite ^^ very good quality food, full of sugar sure, but a little extra never hurt anybody, just please yourself and enjoy a piece of pure happiness ",5,Doughnut Time
oh so delicious.  ice ice bae bae forever!,5,Doughnut Time
"amazing selection although, not as fresh as they could be!!",4,Doughnut Time
yaaaaaas! the vegan option is absolutely delicious.,5,Doughnut Time
i go here to buy the delicious vegan doughnuts though they sell non vegan as well. they are huge!,4,Doughnut Time
"tasty 'bueno mars' certainly get a lot of icing outside and filling when you're paying 4.50 per donut. second time been now and got a loyalty card when purchase 9 get 10 stamp free donut. the flavours and pun names are creative, though they don't feel like luxurious high end.",4,Doughnut Time
"i'm glad someone recommend me this place. the hans solo and ice ice baby ones were amazing. i mean it's worth the massive spike in blood sugar. i will be back, would love to see a  cream egg one.",5,Doughnut Time
tasty doughnuts...,4,Doughnut Time
poor quality doughnut batter which is super greasy and with sickening sweet toppings and fillings. i would not recommend the current recipes.,1,Doughnut Time
"i live for these doughnuts. holy moly, so good.",5,Doughnut Time
a bit pricy but very delicious,4,Doughnut Time
great doughnuts with lovely service!,5,Doughnut Time
"the doughnuts are absolutely massive and look delicious, but unfortunately neither myself nor my partner thought they tasted like much at all. very bland and overly sickly sweet. not worth the 9 we paid for 2 at all - stick to krispy kreme.",2,Doughnut Time
the doughnuts will amuse you. believe me! one doughnut costs 4.5 which i believe is more than worth it!!,5,Doughnut Time
they have very delicious doughnuts!,5,Doughnut Time
"nice staff and a quick service! it's a shame the biscoff one was sold out (which was the one i wanted) but seems like it sells out quick.if you want it, go early afternoon! i will.",5,Doughnut Time
"very instagrammable! doughnut was a little dry this time compared to the last time we had it, when it tasted very fresh",3,Doughnut Time
the nutella and the lotus are the best,5,Doughnut Time
"nice doughnuts, very large but still too expensive in my opinion. however was a nice treat.",4,Doughnut Time
every time i'm in london i go here and absolutely adore the doughnuts. one piece of advice: don't eat them sitting in the bus stop by the shop... it gets very messy!!,5,Doughnut Time
"best doughnuts i've ever eaten! they have a great selection of donuts which cost around 4.50 each. whilst the price seems high, the donuts do taste amazing.",5,Doughnut Time
products are great but the customer service needs work at shaftesbury ave.,3,Doughnut Time
"sweet, sweet doughnuts. homer would be in heaven.",5,Doughnut Time
loved their vegan donuts ,5,Doughnut Time
"my fave doughnuts.  every branch ive been to the staff are super friendly, the doughnuts are always so fresh and tasty",5,Doughnut Time
"takeaway service only!but, the doughnuts are amazing! a must try, beware they only have a few flavours and they sell out quick!",4,Doughnut Time
"great looking doughnuts and tasted good, a doughnut costs 4.50",4,Doughnut Time
"loved this place! the doughnuts are huge, i couldn't even finish one. great selection. it's around 4.50 a doughnut but if you buy more some deals are available. everyone should try this place even just once. i hope i'm near by again soon!",5,Doughnut Time
these are great go when you can. always can not wait to go back,5,Doughnut Time
"i love donut time! its awesome and just made for social media. the donuts are delicious and i don't feel to guilty as they are gluten free and vegetarian! if you ever go i suggest you pick the ""stranger rings 2.0"" if you're a chocolate lover and a fan of the tv show stranger things. but it would 110% if they added a seating area.",4,Doughnut Time
definitely on the pricier side for dough nuts but so worth it. best donut i have ever had (vegan red velvet). they have a vast selection of vegan doughnuts as well,5,Doughnut Time
best doughnuts around! amazing flavours especially the stuffed nutella one!,5,Doughnut Time
best doughnuts i've ever had. can't stress this enough: do not miss.,5,Doughnut Time
cracking doughnuts,5,Doughnut Time
it's quite good (to look at and & eat),5,Doughnut Time
fantastic doughnuts with great names,4,Doughnut Time
great doughnuts and customer service - highly recommend chocolate orange,5,Doughnut Time
"very expensive!,  and nothing special.",2,Doughnut Time
expensive for just a flour with an icing on top,1,Doughnut Time
"i tried 2 types of donuts , they were good and instagramable. but they didnt have any filling in them . if you like the sugary old style donut u will love them , plus the crazy topings on top.",3,Doughnut Time
my ability to get healthy is constantly thwarted by the most amazing doughnuts that doughnut time make. i'm going to have to ban myself from soho if i want to survive because they're just too delicious to say no to if you're nearby.,5,Doughnut Time
"great doughnuts, just wish you could eat in!",4,Doughnut Time
great doughnuts! you dont know what to choose actually. we had one filled and one not. both so tasty!,4,Doughnut Time
"delicious, huge donuts with funny names. not cheap but well worth it.",5,Doughnut Time
well what can i say i work in leon next to you guys.best customer service. best doughnuts you can eat anywhere.once you have the first bite you don't want to stop.i love you guys a lot xx,5,Doughnut Time
yummy,4,Doughnut Time
the most amazing doughnuts you will find not every season is the same you will find the doughnuts rotate its a london thing and maximum respect to the customer service if you have love for doughnuts and in the city make sure you dont miss out ,5,Doughnut Time
i believe that this place and crosstown doughnuts are the best in london,5,Doughnut Time
"doughnuts were much too large and hard to eat, nothing really exciting about the taste and quiet expensive as well. i only got one as i had heard they were good. will prob not visit again.",2,Doughnut Time
"yummy doughnuts, great flavour choices!",5,Doughnut Time
i absolutely am in love with their doughnuts. thank you to the lady also who called us to say they ran out of the doughnut i ordered and asked if i wanted a replacement. great doughnuts and even better customer service!!,5,Doughnut Time
the best doughnuts,5,Doughnut Time
delicious doughnuts!,5,Doughnut Time
best doughnuts ever. the names are punny and full of joy. they are pricey but massive and tasty. big love. fair dinkum tasty ,5,Doughnut Time
"these are just great tasting doughnuts, well worth the price, they are massive, loved every bite...cant wait for some more....",5,Doughnut Time
sugarcoma!  amazing doughnuts ,5,Doughnut Time
"prepare yourself for a queue, luckily it goes fast. innovative names and even more innovative looking doughnuts might confuse you to thinking that your eating something else than deep fried flour and sugar. if you want to slash +4 on that, this is definitely worth it. if you just need a sugar hit, go to anywhere that sells doughnuts.",4,Doughnut Time
"we passed this counter several times while walking the streets of london. we caved on the third pass, and it was worth it. we tried the chocolate orange, the nutella filled, and the cookie dough. while a little pricy, the doughnuts were large, and the staff was very friendly.",5,Doughnut Time
these doughnuts are to die for!!! a little pricey but you get what you pay for and this is london so it's to be expected.,5,Doughnut Time
vegan option are bangin'!!!!!!,5,Doughnut Time
"best doughnut i've ever had, very expensive though.",5,Doughnut Time
"the donut names and selections are really fun (shout out to snicki minaj and notorious p.i.g.). but i found the taste quite lacking overall, after having tried three different flavours. the really big size of the donuts actually takes away from the ""donuty"" taste. fun for a visit but the taste is nothing special.",3,Doughnut Time
nice variety of donuts but not your typical store bought donuts.,3,Doughnut Time
fantastic doughnuts but no seating. so beware.,5,Doughnut Time
they have fixed doughnuts! everything i tried from here was amazing especially the snicki menaj and the red velvet,5,Doughnut Time
great doughnuts.... tasty,5,Doughnut Time
great roadside kiosk with a variety of tasty options.,4,Doughnut Time
this shop doesn't have seats. it is a takeaway shop. their doughnuts were quite good. i tried ice ice bae. it was huge and extremely sweet. but i still loved it. i felt the price was a bit high but it's ok to try once in a while. they do have some offers for purchasing 4 or 5 doughnuts together.,3,Doughnut Time
"excess! and then some. i'm not a vegan, but don't be deterred by the vegan label on some doughnuts, they are just as amazing as all the rest.",5,Doughnut Time
vegan doughnuts. yum!!! awesome  selection loved eating these krispy who?,5,Doughnut Time
"randomly found it on a while walking through london, not only are the doughnuts big and tasty the flavours are fun and silly which is great. the girl in there was really nice and helpful as well making my selection for me when i couldn't decide... if you happen to see it, thanks twix one was a great choice",5,Doughnut Time
i'm fat now but it was worth it.,5,Doughnut Time
spectacular doughnuts,5,Doughnut Time
overpriced and bland - very disappointed,1,Doughnut Time
"ok, this place is legit. great donuts with a variety of flavor combinations. you could split one easy.",5,Doughnut Time
meh..................... something is off with this place. australia still had the best when they where open! heavy and stale unfortunately,3,Doughnut Time
best doughnuts. i love these guys,5,Doughnut Time
nice treat now and then,3,Doughnut Time
"not bad doughnuts, but they are very big and clunky. you are far better served with crosstown, which have in my opinion a more polished and delicate flavor profile than this.",3,Doughnut Time
"the bueno mars doughnut was the best doughnut i have ever eaten - and i've eaten a lot of doughnuts. of all the ones i tried i was impressed, huge, amazing dough, generous fillings, ridiculous and unique toppings... best doughnuts ever",5,Doughnut Time
"so worth the wait, so delicious!",5,Doughnut Time
"doughnuts are absolutely delicious, my favourite was a red velvet cream cheese one but they seemed to have doing this one last time i was there. also have vegan ones",4,Doughnut Time
possibly some of the best doughnuts in london,5,Doughnut Time
"went there really late at night, sadly there wasn't much choice but the two doughnuts i had were amazing can't wait to go back to london to try more.",5,Doughnut Time
"ive been here a few times now. excellent merchandising, but this place is very hit-and-miss. the donuts generally arent fresh enough. too bad.",3,Doughnut Time
stranger rings donut . filled with nutella. definitely a two person operation to finish. amazeballs.,5,Doughnut Time
best food i've ever eaten in my entire life!!!!!,5,Doughnut Time
"i love the donut time in old street, i came to the piccadilly one with my sister after dinner and was so excited but there were flies crawling all over the donuts! it made me feel sick so we instantly walked away!",1,Doughnut Time
"one for 4.5  a little bit too expensive , i order the one with chocolate crumble on the top and with some ganache dressing without stuffing inside . its good but not great , i will say it is so so and maybe other flavor will better.",3,Doughnut Time
best doughnuts in town imo (also i love the puns),5,Doughnut Time
the best tasting doughnuts ever.,5,Doughnut Time
"the first time i went i had a jam doughnut which was good. the second time i got a nutella doughnut, which was very dense and dry, and a snicki minaj which had better dough but was way too sweet.",2,Doughnut Time
5ver for a doughnut...dont need a meal after it.,5,Doughnut Time
side doughnuts packed with flavours. they should open a coffee shop so you can have a coffee with the amazing doughnuts.,5,Doughnut Time
very tasty fast and efficient. only thing no napkin as very sticky,5,Doughnut Time
"beautiful little store, could do with a few more flavours but not complaining as the doughnuts were delicious",5,Doughnut Time
amazing ,5,Doughnut Time
simply delicious,4,Doughnut Time
"quite expensive for a doughnut, but when i got home to eat it, i could absolutely appreciate why. very delicious if you're in the mood for a fancy doughnut",4,Doughnut Time
excellent donuts.,4,Doughnut Time
easily the best doughnuts ive ever had - amazing range of doughnuts and friendly staff!,5,Doughnut Time
"second time visiting here, always a queue and for good reason! amazing doughnuts!",5,Doughnut Time
nice doughnuts. should try the chocolate one with oreos!,5,Doughnut Time
"great lady serving us on sunday,",5,Doughnut Time
love the nuttela stuffed doughnut  prices from 4 and above good size,4,Doughnut Time
"very lovely, staff are nice and the doughnuts, whilst expensive, always hit the spot",4,Doughnut Time
"funny seeing 5* reviews when the shop had not opened / existed in this location...also, shop was closed within its opening times - with no indication when it would be open, so it's roll-the-dice if you are paying a visit.",1,Doughnut Time
delicious doughnuts! emma was super nice and told us lots about the different flavours :),5,Doughnut Time
"oooo these donuts! so for me the veruca salt (salted caramel) donut is a winner - fluffy donut and super tasty caramel (i could easily eat a bowl of that caramel) also the donuts have fab names, and are of course tasty :)",5,Doughnut Time
the filling tasted off and the staff were very rude. crosstown or even krispy kreme is much better.,1,Doughnut Time
"as homer would say... ""mmmmm doughnuts""you'll see the place as there'll be a queue. i'd recommend the whole doughnuts so you can enjoy the fillings.good options for vegans too!",5,Doughnut Time
lovely donughts sterp price about 4-6 each,5,Doughnut Time
awesome dougnuts. vegan options,5,Doughnut Time
expensive artisan doughnuts for the connoisseur,3,Doughnut Time
love this place!!,5,Doughnut Time
cute and delicious!,5,Doughnut Time
limited collection of high quality doughnuts,4,Doughnut Time
"great vegan doughnuts, downside... they always tun out of them!",4,Doughnut Time
tasty donuts very good quality,5,Doughnut Time
"nice place, a lot of vegan options",5,Doughnut Time
by far the worst doughnut i've had in my life. it was so hard and stale and just decorated with twix and made to look delicious. tasted like a 2 week old doughnut...then charged me 4.50 for it in stratford westfield!,1,Doughnut Time
"awesome, but not cheap!",4,Doughnut Time
delicious doughnuts!!! could have better prices though,4,Doughnut Time
huge am super delicious doughnuts,5,Doughnut Time
"amazing doughnuts. each of them is a piece of art. and quite filling.however, be ready to pay 4.50 for a doughnut...",4,Doughnut Time
"fun and funky. one doughnut is enough to share between 2 or 3 people, and extra large doughnuts are available too!",5,Doughnut Time
some were quite good but others might be a little too sweet. could you launch some less sweet choices please? (e.g. dark choc! ),4,Doughnut Time
"perfect doughnut everytime i go , i only get once a month now cause it a tad pricey for a 4 pack but nonetheless still deliciously good.",5,Doughnut Time
great doughnuts and very interesting flavours. friendly staff.,4,Doughnut Time
a fantastic selection of vegan donuts! i suggest they get some string to tie the boxes so they can be carried securely and easily.,5,Doughnut Time
"forget about the price, forget about the calories and enjoy one of the best doughnuts in town! - nice selection of fillings and great names...definitely recommend this place 5",5,Doughnut Time
"had a pb & j.lo, big, ugly, below average. heavy dough, cheap tasting jam and peanut butter, 4 each, so extremely bad value for money.  rather have a krispy kreme at a push or even better paul's chocolate doughnuts/beignets, no instagram needed there.",2,Doughnut Time
"sickly, just lots of sugar and over priced for doughnuts",1,Doughnut Time
it's always gay time doughnut is the best one!!! highly recommend,5,Doughnut Time
"brilliant shop! not the cheapest but anything bought here is certainly validated by its quality and uniqueness! products change regularly, but always a goid variety. i chose the houston, we have a biscoff, which was amazing! go out of your way to get here, it's a must visit.",5,Doughnut Time
amazing donuts,5,Doughnut Time
overpriced and not nice soft serve,1,Doughnut Time
amazing donut. i had the creme de la creme and wish i could have tried more. the bitter sugar on top offsets the sweetness of the filling.,5,Doughnut Time
so glad i dont live in london otherwise i would spend all my money  here and get really fat. best doughnuts ive ever had. when i visit london i always get a six-pack,5,Doughnut Time
the best doughnuts ever. theyre massive! (with a massive price tag) but sooo worth it. best ive ever had. there are so many vegan flavours and all sooo good,5,Doughnut Time
"best. doughnuts. ever. seriously this place is awesome, used to buy back in melbourne and so happy it's here now. staff are super friendly and helpful too.",5,Doughnut Time
disappointing. look better than they taste. krispy kreme much better.,2,Doughnut Time
delicious doughnuts - very sweet and sickly so probably a good idea to share. ,5,Doughnut Time
"had the nutella. overpriced. tasted old and refrigerated. not saying they were... maybe they're better in the morning after not being store the whole day... the doughnuts are more of a dense cake, not soft and warm like freshly made traditional ones.",2,Doughnut Time
overpriced. overrated.,1,Doughnut Time
huge and delicious treats.,4,Doughnut Time
delicious but pricey! definitely more of a treat rather than a weekly snack. i bought the doughnut with the ferrero rocher and it was delicious! also cost about 4. friendly service.,5,Doughnut Time
delicious donuts. takeaway only here.,5,Doughnut Time
great dessert place,5,Doughnut Time
i cant get over this place. best doughnuts going,5,Doughnut Time
amazing doughnuts. like kk on crack.,5,Doughnut Time
 who don't love a doughnut!?,4,Doughnut Time
prices are ok. but it's not the best vegan or non vegan donuts i've had. a bit of a disappointment. i've even gone to another doughnut time and had better donuts.,2,Doughnut Time
my favourite is the'pump up the jam'. good way to end a night out.,4,Doughnut Time
authentic,5,Doughnut Time
too much thick filling. the bueno bar on top tasted like it was 5 years old.,3,Doughnut Time
one of the best dumpling restaurant in china town!,5,Dumplings' Legend
excellent!,5,Dumplings' Legend
lovely dim sum,5,Dumplings' Legend
the best dumplings in china town!,5,Dumplings' Legend
always a winner,5,Dumplings' Legend
wow. just wow!!!!!,5,Dumplings' Legend
"pretty good food, but closer to average. service was good, nice vibe too! enjoyed the tap beer and spicy dishes(szechuan beef and hot soup).",3,Dumplings' Legend
"great food. very busy and service not the fastest. but was chinese new year weekend, so maybe the reason!  not sure how fast usually. great food, kinda worth waiting for. staff friendly",4,Dumplings' Legend
"the dishes are good and some are very tasty. however, i've been consistently let down by the service. they've forgotten my order a few times and they can be quite rude/defensive sometimes, even though it's clearly written that i've ordered the dish. i've had to wait over an hour for a dish even though it was not crowded.",3,Dumplings' Legend
"get you in, get you out.... pretty much sums up the service here but that's not necessarily a bad thing. you come here to eat a lot and enjoy your comfort foods not sit down to a poncy meal. fyi the food is very good ",4,Dumplings' Legend
clean and spacious seating by compare of others places,5,Dumplings' Legend
"really good food. especially their dumplings, as you would expect. if you crave for some delicious chinese - definitely pop in or order online. probably would have ordered online if i didn't live that far as it tends to get a bit noisy in the restaurant.",5,Dumplings' Legend
great if you're out late night in central london and you happen to be near chinatown. dumplings are fantastic and it's pretty cheap. this is not a fancy restaurant though so see it as a casual place to eat. kitchen usually closes at 2am.,4,Dumplings' Legend
i had sour soup (starter portion) and pork&vegetable dumplings. both meals were very tasty. service was also very good and quick. pity that the place doesn't serve any desserts after 11pm. my friend and i really wanted something sweet.,4,Dumplings' Legend
"dim sum here was wonderful! it really hit the spot, one of the better ones in london. service was prompt, nothing to fault. prices were pretty reasonable.",5,Dumplings' Legend
"not impressed by service, quality of the dumplings were not as good as we expected",1,Dumplings' Legend
food was great.you should try the crispy duck,5,Dumplings' Legend
"food 4*, service 3* at best.",3,Dumplings' Legend
good fresh dimsum made on site. love their xiao long bao and large har gau!,4,Dumplings' Legend
service is great top notch management,5,Dumplings' Legend
average food.... some staff very off hand,2,Dumplings' Legend
awesome dim sum but poor service,4,Dumplings' Legend
great value and great food!! loved the dumplings!!!!,5,Dumplings' Legend
food was ok. service wasn't the best. they're in a hurry to rush through what you have to ask or say and that resulted in us having to ask for things multiple times! we only went here cos it had a high hygiene rating.,3,Dumplings' Legend
v friendly attentive service.,3,Dumplings' Legend
it is okay,3,Dumplings' Legend
great food and great service. i'll come again.,4,Dumplings' Legend
"food won't blow your mind, but it's a bit cheaper than other chinese restaurants in the area.",4,Dumplings' Legend
very good and authentic food,5,Dumplings' Legend
best dumplings ever and delicious food,5,Dumplings' Legend
"best place for dumplings and just before chinese new year. attentive staff, overall good service at the busiest time of year. even gave a discount when paying in cash.",5,Dumplings' Legend
only for lovers of chinese food.,2,Dumplings' Legend
"dumplings are the best thing about this place. great options and full of flavour. everything else was a little bland. spring rolls tasted frozen and the rice added very little in terms of taste. dont try and be clever here, keep it simple and go for dumplings",3,Dumplings' Legend
good chinese food with dim sum as their speciality.,5,Dumplings' Legend
"good prices, quick service, so many options on the menu!",4,Dumplings' Legend
"i love this place, i always go here when i visit london, their soup dumplings are fantastic",5,Dumplings' Legend
"loved the prawn dumplings, scallop, and minced pork bun. bbq ribs would not get again. will go back. good service and delicious.",4,Dumplings' Legend
nice and very happy to have dined there,5,Dumplings' Legend
"beef hofan was good, curry is so so, the only restaurant open for late night super on that street",4,Dumplings' Legend
"great food. bad service. we found a stone in our food and the staff was very rude and accused us  of being dishonest. had a really bad experience, will not return.",2,Dumplings' Legend
"great food, funny staff, open late, good atmosphere, 5*",5,Dumplings' Legend
really great dim sum at reasonable prices,5,Dumplings' Legend
food was fantastic but service wasnt great. best chinese food i have had in a long while.,4,Dumplings' Legend
service wasn't great and i've had better dumplings at home. i guess that legend was that they were decent.,2,Dumplings' Legend
"wonderful dumplings, just be careful how you eat them when they first arrive very hot!",4,Dumplings' Legend
this place is amazing. i must stop whenever i'm in london. i have only been for lunch i may add. the sister restaurant down the road is just as good,5,Dumplings' Legend
the food came quick and it was absolutely delicious,5,Dumplings' Legend
"open late at night. seriously tasty. plus you can see the cook folding the dumplings. oh, and the crispy duck is indeed extra crispy. ",5,Dumplings' Legend
"food was delicious, the staffs are friendly. coming back again here for sure. thank you for the warm welcome.",5,Dumplings' Legend
"yestarday i went for the first time and i definately come back!!i ate spicy beef noodles soup was delicious! dumpling as well!just made,really fresh!good portions and reasonable price!",5,Dumplings' Legend
"good food, not very nice service",4,Dumplings' Legend
the foods were tasty especially the seafood hofan.  it was delicious.  all those sims dishes were good too. do not know what reason i have diarrhoea all night long.,3,Dumplings' Legend
"tasty food and very good value for money. doesn't have a big dim sum menu if dining in the evening, but there are some options you can choose from. food is bought out quickly with an efficient service, a good go to place for a quick bite in china town where you won't be waiting very long for a table.",4,Dumplings' Legend
the quality of the food was nice.,4,Dumplings' Legend
dumplings are very good. the silken tofu with minced pork was amazing.,4,Dumplings' Legend
"the food was bland and service very poor, it felt like our presence was an inconvenience. if it wasn't for the fact that we'd had a long day and were tired we would have left.",3,Dumplings' Legend
"great atmosphere, nice decor and best of all the food! a great range on the menu and traditional and the dumplings are to die for, hence the name!",5,Dumplings' Legend
"great dim sum in a down to earth setting. the ordering process is a little confusing for the uninitiated but the quality of the food made me want to return, and i have a few times!",5,Dumplings' Legend
"awful service. waiter completely ignored us when we said our food was cold, after they brought the rice out 15 minutes before the mains. wont be returning",1,Dumplings' Legend
"my favourite guilty pleasure in london! definitely my favourite dumpling restaurant in china town, delivering consistent food quality and good pricing, look past the decor and fast paced service and enjoy their xiao long bao.",5,Dumplings' Legend
enjoyed a massive shared meal with family and friends. couldn't stop eating. such lovely food and attentive staff,4,Dumplings' Legend
"located right in the heart of downtown london. prince charles and camilla, dutchess of cornwall dined there. food was great. so good i forgot to take a pic before we began eating. will definitely go again",5,Dumplings' Legend
"fairly expensive, takeaway quality food. probably fairly priced for the location, though",3,Dumplings' Legend
good value for money and good quality xiaolongbao!,4,Dumplings' Legend
"good dumplings, a bit pricey but good.",4,Dumplings' Legend
great dumpnings! i had to ask for more!,4,Dumplings' Legend
lovely place p,5,Dumplings' Legend
going back soon,5,Dumplings' Legend
tasty!,5,Dumplings' Legend
rushed into deciding on menu choices and were not given change after paying the bill.,2,Dumplings' Legend
"best dimsum in china town! no frills, just great food. 100% recommend handmade prawn dumplings, they are incredible. prices are great and service is quick.",5,Dumplings' Legend
"the dumplings were lovely, but there was something lacking ... maybe the ambience and i don't think i'll be rushing back.",3,Dumplings' Legend
this place is pretty chinese and really good. it's more local than most of places you can find around. the beef with turnip is a must!they are very generous with vegetables and try the beef noodles as they have several ways to do them.,5,Dumplings' Legend
loved the food! great location. efficient staff.will be back (very soon!),5,Dumplings' Legend
"it was okay, all the dumplings we shared tasted the same. nothing out standing but the only restaurant that was open after 22:30 on a weekday which is great ( they open until 03:00) service was quick.",3,Dumplings' Legend
wow way too salty. pushy staff. i'm not part of a restaurant conveyer system. first time for me and my date. without doubt the last.,2,Dumplings' Legend
"decent quality, very fast service, i would go again but next time i will try the dumplngs.",4,Dumplings' Legend
